representation,score,quantile,n,score_mean,error_rate
galileo,mahalanobis,1,276,10.921023348083564,0.36594202898550726
galileo,mahalanobis,2,275,12.166426772558388,0.3709090909090909
galileo,mahalanobis,3,275,12.855616703924097,0.34545454545454546
galileo,mahalanobis,4,275,13.543428852771097,0.26545454545454544
galileo,mahalanobis,5,275,14.31242281326665,0.22545454545454546
galileo,mahalanobis,6,275,15.104185445150414,0.2290909090909091
galileo,mahalanobis,7,274,16.07458789569498,0.18248175182481752
galileo,mahalanobis,8,276,17.38124358603905,0.17028985507246377
galileo,mahalanobis,9,275,21.28022806159076,0.29818181818181816
galileo,mahalanobis,10,275,28.113682272655485,0.02181818181818182
galileo,centroid,1,276,5.807962894439697,0.18478260869565216
galileo,centroid,2,275,6.769590377807617,0.24
galileo,centroid,3,275,7.36422061920166,0.1890909090909091
galileo,centroid,4,275,7.9538164138793945,0.2545454545454545
galileo,centroid,5,275,8.56104564666748,0.2872727272727273
galileo,centroid,6,275,9.228006362915039,0.33090909090909093
galileo,centroid,7,275,10.031188011169434,0.3090909090909091
galileo,centroid,8,275,11.015868186950684,0.3381818181818182
galileo,centroid,9,275,12.90002155303955,0.2109090909090909
galileo,centroid,10,275,14.843749046325684,0.13090909090909092
galileo,entropy,1,276,0.13762421400142885,0.14855072463768115
galileo,entropy,2,275,0.2594061434692536,0.19272727272727272
galileo,entropy,3,275,0.34697753582758195,0.20363636363636364
galileo,entropy,4,275,0.42239926237684916,0.15272727272727274
galileo,entropy,5,275,0.48405857692391424,0.19272727272727272
galileo,entropy,6,275,0.5452261323072555,0.29818181818181816
galileo,entropy,7,275,0.596849974865478,0.21818181818181817
galileo,entropy,8,275,0.6358845884824597,0.27636363636363637
galileo,entropy,9,275,0.6661641653725017,0.36
galileo,entropy,10,275,0.6884540693863097,0.43272727272727274
galileo,confidence,1,276,0.0321229385503251,0.14855072463768115
galileo,confidence,2,275,0.07254791220966648,0.19272727272727272
galileo,confidence,3,275,0.11055225675621659,0.20363636363636364
galileo,confidence,4,275,0.15006598846577612,0.15272727272727274
galileo,confidence,5,275,0.18882801903278226,0.19272727272727272
galileo,confidence,6,275,0.2355154869969023,0.29818181818181816
galileo,confidence,7,275,0.28467448288298175,0.21818181818181817
galileo,confidence,8,275,0.3331236503764996,0.27636363636363637
galileo,confidence,9,275,0.38571697778921443,0.36
galileo,confidence,10,275,0.45735871887257673,0.43272727272727274
galileo,margin,1,276,0.0642458771006502,0.14855072463768115
galileo,margin,2,275,0.14509582441933297,0.19272727272727272
galileo,margin,3,275,0.22110451351243318,0.20363636363636364
galileo,margin,4,275,0.30013197693155225,0.15272727272727274
galileo,margin,5,275,0.3776560380655645,0.19272727272727272
galileo,margin,6,275,0.4710309739938046,0.29818181818181816
galileo,margin,7,275,0.5693489657659635,0.21818181818181817
galileo,margin,8,275,0.6662473007529992,0.27636363636363637
galileo,margin,9,275,0.771433955578429,0.36
galileo,margin,10,275,0.9147174377451535,0.43272727272727274
galileo,vote_uncertainty,1,276,0.03682608695652177,0.14855072463768115
galileo,vote_uncertainty,2,283,0.08313780918727912,0.1978798586572438
galileo,vote_uncertainty,3,271,0.12565313653136534,0.1918819188191882
galileo,vote_uncertainty,4,278,0.1683309352517986,0.16906474820143885
galileo,vote_uncertainty,5,283,0.2099434628975265,0.21201413427561838
galileo,vote_uncertainty,6,264,0.24931818181818186,0.14772727272727273
galileo,vote_uncertainty,7,273,0.2867399267399268,0.23809523809523808
galileo,vote_uncertainty,8,274,0.3365474452554744,0.24452554744525548
galileo,vote_uncertainty,9,275,0.39133090909090906,0.34545454545454546
galileo,vote_uncertainty,10,274,0.4594306569343065,0.5802919708029197
galileo,tree_variance,1,276,0.024914571627848547,0.14130434782608695
galileo,tree_variance,2,275,0.055102189292245814,0.2
galileo,tree_variance,3,275,0.08124540328148888,0.19272727272727272
galileo,tree_variance,4,275,0.10564419767807431,0.1709090909090909
galileo,tree_variance,5,275,0.12687638067902257,0.1709090909090909
